SMILES
O=P(O)(O)CCCCn1c2cc(Br)c3ccccc3c2c2c3ccccc3c(Br)cc21
O=P(O)(O)CCCCn1c2ccccc2c2c3ccccc3ccc21
O=P(O)(O)CCCCn1c2ccccc2c2ccccc21
O=P(O)(O)CCCCn1c2ccc3ccccc3c2c2c3ccccc3ccc21
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)C1=CC2=C(C=C1)N(CCCCCCS(O)(=O)=O)C1=CC=C(C=C1S2)C1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)C1=CC2=C(C=C1)N(CCCCCCC(O)=O)C1=CC=C(C=C1S2)C1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)C1=CC2=C(C=C1)N(CCCCCCP(O)(O)=O)C1=CC=C(C=C1S2)C1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
O=P(O)(O)CCN1c2ccc(Br)cc2Oc2cc(Br)ccc21
O=P(O)(O)CCN1c2ccc(Br)cc2Sc2cc(Br)ccc21
O=P(O)(O)CCN1c2ccc(Br)cc2[Se]c2cc(Br)ccc21
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(P(=O)(O)O)c4nsnc34)cc2)cc1
O=P(O)(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12
CC1=CC(CCCCCCC(O)=O)=C(C)S1
COC1=CC(OC)=C(C=C1)C1=CC=C(C=C1)N(C1=CC=C(C=C1)C(O)=O)C1=CC=C(C=C1)C1=C(OC)C=C(OC)C=C1
COC1=CC(=C(OC)C=C1)C1=CC=C(C=C1)N(C1=CC=C(C=C1)C(O)=O)C1=CC=C(C=C1)C1=C(OC)C=CC(OC)=C1
COC1=CC=C(C=C1OC)C1=CC=C(C=C1)N(C1=CC=C(C=C1)C(O)=O)C1=CC=C(C=C1)C1=CC=C(OC)C(OC)=C1
N1C2=C(C=CC=N2)C2=C1C1=CC3=C(C=C1C=C2)C1=C(C=C3)C2=C(N1)N=CC=C2
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC2=C(C=C1)N(CCP(O)(O)=O)C1=C2C=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
COC1=CC2=C(C=C1)N(CCP(O)(O)=O)C1=C2C=C(OC)C=C1
COC1=CC2=C(C=C1)C1=C(C=C(OC)C=C1)N2CCP(O)(O)=O
CCCCCCC1=C(Br)SC(=C1)C1=C(CCCCCC)C=C(S1)C1=CC=C(C=C1)C(O)=O
CCCCCCC1=C(SC(=C1)C1=CC=C(C=C1)C(O)=O)C1=CC(CCCCCC)=C(S1)C1=CC(OC)=C(OC)C(OC)=C1
CCCCCCC1=C(SC(=C1)C1=CC=C(C=C1)C(O)=O)C1=CC(CCCCCC)=C(S1)C1=CC(OC)=CC(OC)=C1
CCCCCCC1=C(SC(=C1)C1=CC=C(C=C1)C(O)=O)C1=CC(CCCCCC)=C(S1)C1=CC(F)=C(F)C(F)=C1
CCCCCCC1=C(SC(=C1)C1=CC=C(C=C1)C(O)=O)C1=CC(CCCCCC)=C(S1)C1=CC(F)=CC(F)=C1
CCCCCCC1=C(SC(=C1)C1=CC=C(C=C1)C(O)=O)C1=CC(CCCCCC)=C(S1)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1
CCCCCCC1=C(SC(=C1)C1=CC=C(C=C1)C(O)=O)C1=CC(CCCCCC)=C(S1)C1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
CCCCCCC1=C(SC(=C1)C1=CC=C(C=C1)C(O)=O)C1=CC(CCCCCC)=C(S1)C1=CC=C(C=C1)N1C2=C(C=CC=C2)C2=C1C=CC=C2
Cc1ccc(cc1)N(c2ccc(C)cc2)c3ccc(cc3)C4(CCCCC4)c5ccc(cc5)N(c6ccc(C)cc6)c7ccc(C)cc7
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC(F)=C(C=C1)C1=CC=C(\C=C(/C#N)C(O)=O)C2=NSN=C12
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC(F)=C(C=C1F)C1=CC=C(\C=C(/C#N)C(O)=O)C2=NSN=C12
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)C1=CC=C(\C=C(/C#N)C(O)=O)C2=NSN=C12
CC1=CC2=C(C=C1)N(CCCCP(O)(O)=O)C1=C2C=C(C)C=C1
OC1=CC=C(C=C1)P(O)(O)=O
CC1=CC=C(C=C1)P(O)(O)=O
OP(O)(=O)C1=CC=CC=C1
OP(O)(=O)C1=CC=C(C=C1)C#N
COC(=O)C1=CC=C(C=C1)C1=CC=C(S1)C1=CC=C(S1)C1=CC=C(C=C1)N(C1=CC=C(C=C1)C1=CC=C(C=C1)N(C1=CC=C(C=C1)C1=CC=C(S1)C1=CC=C(S1)C1=CC=C(C=C1)C(=O)OC)C1=CC=CC(C)=C1)C1=CC(C)=CC=C1
CCCCCCC1=C(SC(=C1)C1=CC=C(C=C1)C(=O)OC)C1=CC(CCCCCC)=C(S1)C1=CC=C(C=C1)N(C1=CC=C(C=C1)C1=CC=C(C=C1)N(C1=CC=C(C=C1)C1=C(CCCCCC)C=C(S1)C1=C(CCCCCC)C=C(S1)C1=CC=C(C=C1)C(=O)OC)C1=CC=CC(C)=C1)C1=CC(C)=CC=C1
OC(=O)CC1=CC=C(F)C=C1
OC(=O)CC1=CC=C(C=C1)C(F)(F)F
OC(=O)CC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)C1=CC=C(\C=C(/C#N)C(O)=O)C2=NSN=C12
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)C1=CC=C(C2=NSN=C12)C1=CC=C(C=C1)C(O)=O
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)C1=CC=C(\C=C2/SC(=S)N(CC(O)=O)C2=O)C2=NSN=C12
